cdigo,cd_pai,nome,CJF,CNJ,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTR,JFTRU,JME1G,JMETJM,JMU1G,JMUSTM,JT1G,JT2G,JTTST,STF,STJ,TEU
13767,13764,Compensação de Jornada,,,,,,,,,,,,,,,,,,X,X,X,,,
13768,13764,Controle de Jornada,,,,,,,,,,,,,,,,,,X,X,X,,,
13769,13764,Horas Extras,,,,,,,,,,,,,,,,,,X,X,X,,,
13770,13764,Horas in Itinere,,,,,,,,,,,,,,,,,,X,X,X,,,
13771,13764,Intervalo Interjornadas,,,,,,,,,,,,,,,,,,X,X,X,,,
13772,13764,Intervalo Intrajornada,,,,,,,,,,,,,,,,,,X,X,X,,,
13773,13764,Repouso Semanal Remunerado e Feriado,,,,,,,,,,,,,,,,,,X,X,X,,,
13774,13764,Sobreaviso/Prontidão/Tempo à Disposição,,,,,,,,,,,,,,,,,,X,X,X,,,
13775,13764,Trabalho Externo,,,,,,,,,,,,,,,,,,X,X,X,,,
13776,13764,Turno Ininterrupto de Revezamento,,,,,,,,,,,,,,,,,,X,X,X,,,
13777,13765,Prorrogação do Horário Noturno,,,,,,,,,,,,,,,,,,X,X,X,,,
13778,13766,Acordo Individual e/ou Coletivo de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13779,13766,Trabalho em Domicílio/Teletrabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13780,13767,Acordo Tácito/Expresso,,,,,,,,,,,,,,,,,,X,X,X,,,
13781,13767,Banco de Horas,,,,,,,,,,,,,,,,,,X,X,X,,,
13782,13767,Compensação em Atividade Insalubre,,,,,,,,,,,,,,,,,,X,X,X,,,
13783,13767,Outros Sistemas de Compensação,,,,,,,,,,,,,,,,,,X,X,X,,,
13784,13767,Regime 12x36,,,,,,,,,,,,,,,,,,X,X,X,,,
13785,13767,Vício Formal - Pagamento do Adicional de Horas Extras,,,,,,,,,,,,,,,,,,X,X,X,,,
13786,13768,Cartão de Ponto,,,,,,,,,,,,,,,,,,X,X,X,,,
13787,13769,Adicional de Horas Extras,,,,,,,,,,,,,,,,,,X,X,X,,,
13788,13769,Base de Cálculo,,,,,,,,,,,,,,,,,,X,X,X,,,
13789,13769,Cargo de Confiança,,,,,,,,,,,,,,,,,,X,X,X,,,
13790,13769,Comissionista,,,,,,,,,,,,,,,,,,X,X,X,,,
13791,13769,Contagem de Minutos Residuais,,,,,,,,,,,,,,,,,,X,X,X,,,
13792,13769,Dedução/Abatimento de Horas Extras,,,,,,,,,,,,,,,,,,X,X,X,,,
13793,13769,Divisor,,,,,,,,,,,,,,,,,,X,X,X,,,
13794,13769,Gorjeta,,,,,,,,,,,,,,,,,,X,X,X,,,
13795,13769,Pré-contratação,,,,,,,,,,,,,,,,,,X,X,X,,,
13796,13769,Reflexos,,,,,,,,,,,,,,,,,,X,X,X,,,
13797,13769,Supressão/Redução de Horas Extras/Indenização,,,,,,,,,,,,,,,,,,X,X,X,,,
13798,13770,Supressão/Limitação por Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13799,13772,Adicional de Hora Extra,,,,,,,,,,,,,,,,,,X,X,X,,,
13800,13772,Intervalo 15 Minutos Mulher,,,,,,,,,,,,,,,,,,X,X,X,,,
13801,13772,Jornada Contratual de 6 Horas - Prorrogação,,,,,,,,,,,,,,,,,,X,X,X,,,
13802,13772,Natureza Jurídica da Parcela/Repercussão,,,,,,,,,,,,,,,,,,X,X,X,,,
13803,13772,Redução/Supressão,,,,,,,,,,,,,,,,,,X,X,X,,,
13804,13773,Cálculo/Repercussão,,,,,,,,,,,,,,,,,,X,X,X,,,
13805,13773,Feriado em Dobro,,,,,,,,,,,,,,,,,,X,X,X,,,
13806,13773,Trabalho aos Domingos,,,,,,,,,,,,,,,,,,X,X,X,,,
13807,13776,Hora Noturna Reduzida,,,,,,,,,,,,,,,,,,X,X,X,,,
13808,13776,Previsão de 8 Horas - Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13809,12936,Férias,,,,,,,,,,,,,,,,,,X,X,X,,,
13810,13809,Abono Pecuniário,,,,,,,,,,,,,,,,,,X,X,X,,,
13811,13809,Base de Cálculo,,,,,,,,,,,,,,,,,,X,X,X,,,
13812,13809,Férias Coletivas,,,,,,,,,,,,,,,,,,X,X,X,,,
13813,13809,Fruição/Gozo,,,,,,,,,,,,,,,,,,X,X,X,,,
13814,13809,Indenização/Dobra/Terço Constitucional,,,,,,,,,,,,,,,,,,X,X,X,,,
13815,12936,Outras Relações de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13816,13815,Aprendizagem,,,,,,,,,,,,,,,,,,X,X,X,,,
13817,13815,Estágio,,,,,,,,,,,,,,,,,,X,X,X,,,
13818,13815,Equipe,,,,,,,,,,,,,,,,,,X,X,X,,,
13819,13815,Cooperado,,,,,,,,,,,,,,,,,,X,X,X,,,
13820,13815,Corretagem,,,,,,,,,,,,,,,,,,X,X,X,,,
13821,13815,Diarista,,,,,,,,,,,,,,,,,,X,X,X,,,
13822,13815,Empreitada,,,,,,,,,,,,,,,,,,X,X,X,,,
13823,13815,Mãe Social,,,,,,,,,,,,,,,,,,X,X,X,,,
13824,13815,Mandato,,,,,,,,,,,,,,,,,,X,X,X,,,
13825,13815,Parceria,,,,,,,,,,,,,,,,,,X,X,X,,,
13826,13815,Representante Comercial Autônomo,,,,,,,,,,,,,,,,,,X,X,X,,,
13827,13815,Trabalhador Autônomo Não Especificado,,,,,,,,,,,,,,,,,,X,X,X,,,
13828,13815,Trabalhador Avulso,,,,,,,,,,,,,,,,,,X,X,X,,,
13829,13815,Trabalhador Eventual,,,,,,,,,,,,,,,,,,X,X,X,,,
13830,13815,Trabalhador Voluntário,,,,,,,,,,,,,,,,,,X,X,X,,,
13831,12936,"Verbas Remuneratórias, Indenizatórias e Benefícios",,,,,,,,,,,,,,,,,,X,X,X,,,
13832,13831,Abono,,,,,,,,,,,,,,,,,,X,X,X,,,
13833,13831,Adicional,,,,,,,,,,,,,,,,,,X,X,X,,,
13834,13831,Ajuda de Custo,,,,,,,,,,,,,,,,,,X,X,X,,,
13835,13831,Ajuda Combustível,,,,,,,,,,,,,,,,,,X,X,X,,,
13836,13831,Ajuda Quilometragem,,,,,,,,,,,,,,,,,,X,X,X,,,
13837,13831,Auxílio Creche,,,,,,,,,,,,,,,,,,X,X,X,,,
13838,13831,Cesta Básica,,,,,,,,,,,,,,,,,,X,X,X,,,
13839,13831,Comissões e Percentuais,,,,,,,,,,,,,,,,,,X,X,X,,,
13840,13831,Complementação de Benefício Previdenciário,,,,,,,,,,,,,,,,,,X,X,X,,,
13841,13831,Complemento Temporário Variável de Ajuste ao Piso de Mercado,,,,,,,,,,,,,,,,,,X,X,X,,,
13842,13831,Contribuição de Previdência Privada - Resgate,,,,,,,,,,,,,,,,,,X,X,X,,,
13843,13831,Décimo Terceiro Salário,,,,,,,,,,,,,,,,,,X,X,X,,,
13844,13831,Descontos Salariais - Devolução,,,,,,,,,,,,,,,,,,X,X,X,,,
13845,13831,Diárias,,,,,,,,,,,,,,,,,,X,X,X,,,
13846,13831,Gorjeta,,,,,,,,,,,,,,,,,,X,X,X,,,
13847,13831,Gratificação,,,,,,,,,,,,,,,,,,X,X,X,,,
13848,13831,Gueltas,,,,,,,,,,,,,,,,,,X,X,X,,,
13849,13831,Licenças e Folgas - Conversão em Pecúnia,,,,,,,,,,,,,,,,,,X,X,X,,,
13850,13831,Multa Prevista em Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13851,13831,Participação nos Lucros e Resultados - PLR,,,,,,,,,,,,,,,,,,X,X,X,,,
13852,13831,PIS - Indenização,,,,,,,,,,,,,,,,,,X,X,X,,,
13853,13831,Plano de Saúde,,,,,,,,,,,,,,,,,,X,X,X,,,
13854,13831,Prêmio,,,,,,,,,,,,,,,,,,X,X,X,,,
13855,13831,Quebra de Caixa,,,,,,,,,,,,,,,,,,X,X,X,,,
13856,13831,Restituição/Indenização de Despesas,,,,,,,,,,,,,,,,,,X,X,X,,,
13857,13831,Retribuição por Invenção e Patente,,,,,,,,,,,,,,,,,,X,X,X,,,
13858,13831,Salário/Diferença Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13859,13831,Seguro de Vida,,,,,,,,,,,,,,,,,,X,X,X,,,
13860,13831,Sexta Parte,,,,,,,,,,,,,,,,,,X,X,X,,,
13861,13831,Supressão/Redução de Horas Extras Habituais - Indenização,,,,,,,,,,,,,,,,,,X,X,X,,,
13862,13831,Tarefa,,,,,,,,,,,,,,,,,,X,X,X,,,
13863,13831,Auxílio/Tíquete Alimentação,,,,,,,,,,,,,,,,,,X,X,X,,,
13864,13831,Vale Transporte,,,,,,,,,,,,,,,,,,X,X,X,,,
13865,13832,Assiduidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13866,13832,Dedicação Integral,,,,,,,,,,,,,,,,,,X,X,X,,,
13867,13832,Emergência,,,,,,,,,,,,,,,,,,X,X,X,,,
13868,13832,Faltas,,,,,,,,,,,,,,,,,,X,X,X,,,
13869,13832,Outros Abonos,,,,,,,,,,,,,,,,,,X,X,X,,,
13870,13832,Permanência,,,,,,,,,,,,,,,,,,X,X,X,,,
13871,13833,Adicional de Antiguidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13872,13833,Adicional de Caráter Pessoal,,,,,,,,,,,,,,,,,,X,X,X,,,
13873,13833,Adicional de Confinamento,,,,,,,,,,,,,,,,,,X,X,X,,,
13874,13833,Adicional de Dedicação Integral,,,,,,,,,,,,,,,,,,X,X,X,,,
13875,13833,Adicional de Insalubridade,,,,,,,,,,,,,,,,,,X,X,X,,,
13876,13833,Adicional de Penosidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13877,13833,Adicional de Periculosidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13878,13833,Adicional de Produtividade,,,,,,,,,,,,,,,,,,X,X,X,,,
13879,13833,Adicional de Risco,,,,,,,,,,,,,,,,,,X,X,X,,,
13880,13833,Adicional de Transferência,,,,,,,,,,,,,,,,,,X,X,X,,,
13881,13833,Outros Adicionais,,,,,,,,,,,,,,,,,,X,X,X,,,
13882,13875,Base de Cálculo,,,,,,,,,,,,,,,,,,X,X,X,,,
13883,13875,Lixo Urbano,,,,,,,,,,,,,,,,,,X,X,X,,,
13884,13875,Óleos Minerais,,,,,,,,,,,,,,,,,,X,X,X,,,
13885,13875,Outros Agentes Insalubres,,,,,,,,,,,,,,,,,,X,X,X,,,
13886,13875,Raios Solares,,,,,,,,,,,,,,,,,,X,X,X,,,
13887,13877,Armazenamento de Líquido Inflamável,,,,,,,,,,,,,,,,,,X,X,X,,,
13888,13877,Base de Cálculo,,,,,,,,,,,,,,,,,,X,X,X,,,
13889,13877,Cumulação com Adicional de Insalubridade,,,,,,,,,,,,,,,,,,X,X,X,,,
13890,13877,Eletricitário,,,,,,,,,,,,,,,,,,X,X,X,,,
13891,13877,Hora Extra - Integração,,,,,,,,,,,,,,,,,,X,X,X,,,
13892,13877,Percentual Inferior ao Legal - Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13893,13877,Radiação Ionizante ou Substância Radioativa,,,,,,,,,,,,,,,,,,X,X,X,,,
13894,13877,Tempo de Exposição,,,,,,,,,,,,,,,,,,X,X,X,,,
13895,13844,Desconto Assistencial,,,,,,,,,,,,,,,,,,X,X,X,,,
13896,13844,Desconto por Dano - Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13897,13844,Desconto Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13898,13844,Frentista - Devolução de Cheque,,,,,,,,,,,,,,,,,,X,X,X,,,
13899,13844,Outros Descontos Salariais,,,,,,,,,,,,,,,,,,X,X,X,,,
13900,13844,Previ e Cassi/BB,,,,,,,,,,,,,,,,,,X,X,X,,,
13901,13844,Seguro de Vida,,,,,,,,,,,,,,,,,,X,X,X,,,
13902,13845,Integração ao Salário,,,,,,,,,,,,,,,,,,X,X,X,,,
13903,13846,Natureza Jurídica da Parcela - Repercussão,,,,,,,,,,,,,,,,,,X,X,X,,,
13904,13847,Gratificação Ajustada,,,,,,,,,,,,,,,,,,X,X,X,,,
13905,13847,Gratificação Anual,,,,,,,,,,,,,,,,,,X,X,X,,,
13906,13847,Gratificação de Aposentadoria,,,,,,,,,,,,,,,,,,X,X,X,,,
13907,13847,Gratificação de Caixa,,,,,,,,,,,,,,,,,,X,X,X,,,
13908,13847,Gratificação de Farmácia,,,,,,,,,,,,,,,,,,X,X,X,,,
13909,13847,Gratificação de Férias,,,,,,,,,,,,,,,,,,X,X,X,,,
13910,13847,Gratificação de Função,,,,,,,,,,,,,,,,,,X,X,X,,,
13911,13847,Gratificação por Tempo de Serviço,,,,,,,,,,,,,,,,,,X,X,X,,,
13912,13847,Gratificação Semestral,,,,,,,,,,,,,,,,,,X,X,X,,,
13913,13847,Incorporação,,,,,,,,,,,,,,,,,,X,X,X,,,
13914,13847,Outras Gratificações,,,,,,,,,,,,,,,,,,X,X,X,,,
13915,13854,Produção,,,,,,,,,,,,,,,,,,X,X,X,,,
13916,13856,Despesa com Chapa,,,,,,,,,,,,,,,,,,X,X,X,,,
13917,13856,Despesa com Deslocamento,,,,,,,,,,,,,,,,,,X,X,X,,,
13918,13856,Ferramentas Próprias,,,,,,,,,,,,,,,,,,X,X,X,,,
13919,13856,Uniforme,,,,,,,,,,,,,,,,,,X,X,X,,,
13920,13858,Aumento Compensatório Especial,,,,,,,,,,,,,,,,,,X,X,X,,,
13921,13858,Diferença de Caixa,,,,,,,,,,,,,,,,,,X,X,X,,,
13922,13858,Diferenças por Desvio de Função,,,,,,,,,,,,,,,,,,X,X,X,,,
13923,13858,Função de Confiança - Incorporação,,,,,,,,,,,,,,,,,,X,X,X,,,
13924,13858,Integração em Verbas Rescisórias,,,,,,,,,,,,,,,,,,X,X,X,,,
13925,13858,Licença Prêmio,,,,,,,,,,,,,,,,,,X,X,X,,,
13926,13858,Mínimo,,,,,,,,,,,,,,,,,,X,X,X,,,
13927,13858,Período de Afastamento - Reintegração,,,,,,,,,,,,,,,,,,X,X,X,,,
13928,13858,Piso Salarial da Categoria/Salário Mínimo Profissional,,,,,,,,,,,,,,,,,,X,X,X,,,
13929,13858,Plano de Cargos e Salários,,,,,,,,,,,,,,,,,,X,X,X,,,
13930,13858,Promoção,,,,,,,,,,,,,,,,,,X,X,X,,,
13931,13858,Reajuste Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13932,13858,Salário Base - Obediência ao Salário Mínimo,,,,,,,,,,,,,,,,,,X,X,X,,,
13933,13858,Salário Complessivo,,,,,,,,,,,,,,,,,,X,X,X,,,
13934,13858,Salário Família,,,,,,,,,,,,,,,,,,X,X,X,,,
13935,13858,Salário in Natura,,,,,,,,,,,,,,,,,,X,X,X,,,
13936,13858,Salário Maternidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13937,13858,Salário Paternidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13938,13858,Salário por Acúmulo de Cargo/Função,,,,,,,,,,,,,,,,,,X,X,X,,,
13939,13858,Salário por Equiparação/Isonomia,,,,,,,,,,,,,,,,,,X,X,X,,,
13940,13858,Salário por Fora - Integração,,,,,,,,,,,,,,,,,,X,X,X,,,
13941,13858,Salário por Safra,,,,,,,,,,,,,,,,,,X,X,X,,,
13942,13858,Salário Substituição,,,,,,,,,,,,,,,,,,X,X,X,,,
13943,13858,Salário Suplementar,,,,,,,,,,,,,,,,,,X,X,X,,,
13944,13858,Salário Vencido/Retido,,,,,,,,,,,,,,,,,,X,X,X,,,
13945,13858,Teto Salarial - Limitação,,,,,,,,,,,,,,,,,,X,X,X,,,
13946,13939,Quadro de Carreira,,,,,,,,,,,,,,,,,,X,X,X,,,
13947,13939,Multa pela Ilicitude da Discriminação Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
13949,12936,Rescisão do Contrato de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
13950,13949,Acordo Entre as Partes,,,,,,,,,,,,,,,,,,X,X,X,,,
13951,13949,Comunicação de Dispensa aos Órgãos Competentes - Ausência,,,,,,,,,,,,,,,,,,X,X,X,,,
13952,13949,Aposentadoria,,,,,,,,,,,,,,,,,,X,X,X,,,
13953,13949,Culpa Recíproca,,,,,,,,,,,,,,,,,,X,X,X,,,
13954,13949,Despedida/Dispensa Imotivada,,,,,,,,,,,,,,,,,,X,X,X,,,
13955,13949,Dispensas Plúrimas,,,,,,,,,,,,,,,,,,X,X,X,,,
13956,13949,Extinção do Estabelecimento/Empresa,,,,,,,,,,,,,,,,,,X,X,X,,,
13957,13949,Extinção Normal do Contrato a Termo,,,,,,,,,,,,,,,,,,X,X,X,,,
13958,13949,Força Maior/Factum Principis,,,,,,,,,,,,,,,,,,X,X,X,,,
13959,13949,Fraude,,,,,,,,,,,,,,,,,,X,X,X,,,
13960,13949,indenização por Tempo de Serviço,,,,,,,,,,,,,,,,,,X,X,X,,,
13961,13949,Indenização por Rescisão Antecipada do Contrato a Termo,,,,,,,,,,,,,,,,,,X,X,X,,,
13962,13949,Justa Causa/Falta Grave,,,,,,,,,,,,,,,,,,X,X,X,,,
13963,13949,Morte,,,,,,,,,,,,,,,,,,X,X,X,,,
13964,13949,Plano de demissão Voluntária/Incentivada,,,,,,,,,,,,,,,,,,X,X,X,,,
13965,13949,Pedido de Demissão,,,,,,,,,,,,,,,,,,X,X,X,,,
13966,13949,Quitação,,,,,,,,,,,,,,,,,,X,X,X,,,
13967,13949,Reintegração/Readmissão ou Indenização Substitutiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13968,13949,Rescisão Indireta,,,,,,,,,,,,,,,,,,X,X,X,,,
13969,13949,Seguro Desemprego,,,,,,,,,,,,,,,,,,X,X,X,,,
13970,13949,Verbas Rescisórias,,,,,,,,,,,,,,,,,,X,X,X,,,
13971,13950,FGTS - Levantamento Parcial e Multa de 20%,,,,,,,,,,,,,,,,,,X,X,X,,,
13972,13950,Seguro Desemprego - Impossibilidade de Acesso,,,,,,,,,,,,,,,,,,X,X,X,,,
13973,13950,Verbas Rescisórias,,,,,,,,,,,,,,,,,,X,X,X,,,
13974,13954,Nulidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13975,13954,Obstativa,,,,,,,,,,,,,,,,,,X,X,X,,,
13976,13966,Acordo - Comissão de Conciliação Prévia,,,,,,,,,,,,,,,,,,X,X,X,,,
13977,13966,Termo de Quitação Anual,,,,,,,,,,,,,,,,,,X,X,X,,,
13978,13966,Termo de Rescisão Contratual,,,,,,,,,,,,,,,,,,X,X,X,,,
13979,13967,Anistia,,,,,,,,,,,,,,,,,,X,X,X,,,
13980,13967,Contrato Suspenso,,,,,,,,,,,,,,,,,,X,X,X,,,
13981,13967,Dirigente Sindical,,,,,,,,,,,,,,,,,,X,X,X,,,
13982,13967,Empregado Público,,,,,,,,,,,,,,,,,,X,X,X,,,
13983,13967,Estabilidade Acidentária,,,,,,,,,,,,,,,,,,X,X,X,,,
13984,13967,Estabilidade Decorrente de Norma Coletiva,,,,,,,,,,,,,,,,,,X,X,X,,,
13985,13967,Estabilidade do Dirigente de Cooperativa,,,,,,,,,,,,,,,,,,X,X,X,,,
13986,13967,Estabilidade do Integrante de CCP,,,,,,,,,,,,,,,,,,X,X,X,,,
13987,13967,Estabilidade do Representante da Empresa,,,,,,,,,,,,,,,,,,X,X,X,,,
13988,13967,Gestante,,,,,,,,,,,,,,,,,,X,X,X,,,
13989,13967,Membro de Cipa,,,,,,,,,,,,,,,,,,X,X,X,,,
13990,13967,Dispensa Discriminatória,,,,,,,,,,,,,,,,,,X,X,X,,,
13991,13967,Outras Hipóteses de Estabilidade,,,,,,,,,,,,,,,,,,X,X,X,,,
13992,13969,Indenização,,,,,,,,,,,,,,,,,,X,X,X,,,
13993,13969,Liberação/Entrega das Guias,,,,,,,,,,,,,,,,,,X,X,X,,,
13994,13970,Aviso Prévio,,,,,,,,,,,,,,,,,,X,X,X,,,
13995,13970,Décimo Terceiro Salário Proporcional,,,,,,,,,,,,,,,,,,X,X,X,,,
13996,13970,Férias Proporcionais,,,,,,,,,,,,,,,,,,X,X,X,,,
13997,13970,indenização Adicional,,,,,,,,,,,,,,,,,,X,X,X,,,
13998,13970,Multa de 40% do FGTS,,,,,,,,,,,,,,,,,,X,X,X,,,
13999,13970,Multa do Artigo 467 da CLT ,,,,,,,,,,,,,,,,,,X,X,X,,,
14000,13970,Multa do Artigo 477 da CLT,,,,,,,,,,,,,,,,,,X,X,X,,,
14001,13970,Saldo de Salário,,,,,,,,,,,,,,,,,,X,X,X,,,
14002,13994,Contrato de Experiência,,,,,,,,,,,,,,,,,,X,X,X,,,
14003,13994,Culpa Recíproca,,,,,,,,,,,,,,,,,,X,X,X,,,
14004,13994,Indenizado - Efeitos,,,,,,,,,,,,,,,,,,X,X,X,,,
14005,13994,Proporcional,,,,,,,,,,,,,,,,,,X,X,X,,,
14006,13998,Expurgos Inflacionários,,,,,,,,,,,,,,,,,,X,X,X,,,
14007,12936,Responsabilidade Civil do Empregador,,,,,,,,,,,,,,,,,,X,X,X,,,
14008,14007,Indenização por Dano Estético,,,,,,,,,,,,,,,,,,X,X,X,,,
14009,14007,Indenização por Dano Material,,,,,,,,,,,,,,,,,,X,X,X,,,
14010,14007,Indenização por Dano Moral,,,,,,,,,,,,,,,,,,X,X,X,,,
14011,14007,Indenização por Dano Moral Coletivo,,,,,,,,,,,,,,,,,,X,X,X,,,
14012,14009,Acidente de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
14013,14009,Constituição de Capital,,,,,,,,,,,,,,,,,,X,X,X,,,
14014,14009,Doença Ocupacional,,,,,,,,,,,,,,,,,,X,X,X,,,
14015,14009,Pensão Vitalícia,,,,,,,,,,,,,,,,,,X,X,X,,,
14016,14010,Acidente de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
14017,14010,Anotação/Retenção da CTPS,,,,,,,,,,,,,,,,,,X,X,X,,,
14018,14010,Assédio Moral,,,,,,,,,,,,,,,,,,X,X,X,,,
14019,14010,Assédio Sexual,,,,,,,,,,,,,,,,,,X,X,X,,,
14020,14010,Atos Discriminatórios,,,,,,,,,,,,,,,,,,X,X,X,,,
14021,14010,Condições Degradantes,,,,,,,,,,,,,,,,,,X,X,X,,,
14022,14010,Controle de Correspondência Eletrônica,,,,,,,,,,,,,,,,,,X,X,X,,,
14023,14010,Desconfiguração de Justa Causa,,,,,,,,,,,,,,,,,,X,X,X,,,
14024,14010,Doença Ocupacional,,,,,,,,,,,,,,,,,,X,X,X,,,
14025,14010,Fixação do Quantum,,,,,,,,,,,,,,,,,,X,X,X,,,
14026,14010,Limitação de Uso do Banheiro,,,,,,,,,,,,,,,,,,X,X,X,,,
14027,14010,Lista Suja,,,,,,,,,,,,,,,,,,X,X,X,,,
14028,14010,Quebra de sigilo Bancário,,,,,,,,,,,,,,,,,,X,X,X,,,
14029,14010,Revistas Íntimas/Pertences,,,,,,,,,,,,,,,,,,X,X,X,,,
14030,14010,Valor Arbitrado,,,,,,,,,,,,,,,,,,X,X,X,,,
14031,12936,Responsabilidade Civil em Outras Relações de Trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
14032,14031,Indenização por Dano Material,,,,,,,,,,,,,,,,,,X,X,X,,,
14033,14031,Indenização por Dano Moral,,,,,,,,,,,,,,,,,,X,X,X,,,
14034,12936,Responsabilidade Solidária/Subsidiária,,,,,,,,,,,,,,,,,,X,X,X,,,
14035,14034,Concessão de Serviço Público,,,,,,,,,,,,,,,,,,X,X,X,,,
14036,14034,Grupo Econômico,,,,,,,,,,,,,,,,,,X,X,X,,,
14037,14034,Sócio/Acionista,,,,,,,,,,,,,,,,,,X,X,X,,,
14038,14034,Sócio Retirante,,,,,,,,,,,,,,,,,,,,X,,,
14039,14034,Sucessão de Empregadores,,,,,,,,,,,,,,,,,,X,X,X,,,
14040,14034,Terceirização/Tomador de Serviços,,,,,,,,,,,,,,,,,,X,X,X,,,
14041,14039,Bancos,,,,,,,,,,,,,,,,,,X,X,X,,,
14042,14040,Empreitada/Dono da Obra,,,,,,,,,,,,,,,,,,X,X,X,,,
14043,14040,Ente Público,,,,,,,,,,,,,,,,,,X,X,X,,,
14044,14040,Isonomia Salarial,,,,,,,,,,,,,,,,,,X,X,X,,,
14045,14040,Licitude/Ilicitude,,,,,,,,,,,,,,,,,,X,X,X,,,
14046,12942,Prescrição,,,,,,,,,,,,,,,,,,X,X,X,,,
14047,14046,Ação Meramente Declaratória,,,,,,,,,,,,,,,,,,X,X,X,,,
14048,14046,Acidente de trabalho,,,,,,,,,,,,,,,,,,X,X,X,,,
14049,14046,Alteração Contratual,,,,,,,,,,,,,,,,,,X,X,X,,,
14050,14046,Complementação de Aposentadoria/Pensão,,,,,,,,,,,,,,,,,,X,X,X,,,
14051,14046,Comissões - Alteração ou Supressão,,,,,,,,,,,,,,,,,,X,X,X,,,
14052,14046,Contagem do Prazo,,,,,,,,,,,,,,,,,,X,X,X,,,
14053,14046,Contribuições Previdenciárias,,,,,,,,,,,,,,,,,,X,X,X,,,
14054,14046,Desvio de Função e Reenquadramento,,,,,,,,,,,,,,,,,,X,X,X,,,
14055,14046,Expurgos Inflacionários,,,,,,,,,,,,,,,,,,X,X,X,,,
14056,14046,FGTS,,,,,,,,,,,,,,,,,,X,X,X,,,
14057,14046,Intercorrente,,,,,,,,,,,,,,,,,,X,X,X,,,
14058,14046,Interrupção,,,,,,,,,,,,,,,,,,X,X,X,,,
14059,14046,Regime Jurídico - Mudança,,,,,,,,,,,,,,,,,,X,X,X,,,
14060,14058,Ação Ajuizada pelo Sindicato como Substituto Processual,,,,,,,,,,,,,,,,,,X,X,X,,,
14061,14058,Ação Trabalhista Arquivada,,,,,,,,,,,,,,,,,,X,X,X,,,
14062,14058,Ato Inequívoco que Importe no Reconhecimento do Direito,,,,,,,,,,,,,,,,,,X,X,X,,,
14063,14058,Ato Judicial que Constitua em Mora o Devedor,,,,,,,,,,,,,,,,,,X,X,X,,,
14064,14058,Protesto Judicial,,,,,,,,,,,,,,,,,,X,X,X,,,
14065,10187,Permuta,,,,,,,,,,,,,,,,,,X,X,X,,,
14066,7691,Mora,,,,,,,,,,,,,,,,,,X,X,X,,,
14067,12963,Legitimidade Ativa e Passiva,,,,X,,,X,,X,,X,X,X,,,,,X,X,X,X,X,
14068,8828,Exceção de Incompetência Territorial,,,,X,,,X,,X,,,X,,,,,,X,X,X,X,X,
14069,9148,Ausência de Impugnação da Conta de Liquidação/Preclusão,,,,,,,,,,,,,,,,,,X,X,X,,,
14070,10684,Fazenda Pública,,,X,X,,X,X,,,,,,,X,X,,,X,X,X,X,X,
14071,12952,Ausência Injustificada de Testemunha,,,,,,,,,,,,,,,,,,,X,X,,,
14072,12941,Litigância de Má Fé,,,,,,,,,,,,,,,,,,X,X,X,,,
14073,13020,Fac-Símilie/E-mail,,,,,,,,,,,,,,,X,,,X,X,X,,X,
14074,13237,Hora Extra/Intervalo,,,,,,,,,,,,,,,,,,X,X,X,,,
14075,13292,Preparo,,,,,,,,,,,,,,,,,,X,X,X,,,
14076,14075,Custas,,,,,,,,,,,,,,,,,,X,X,X,,,
14077,14075,Depósito,,,,,,,,,,,,,,,,,,X,X,X,,,
14078,9098,Pressupostos Intrínsecos,,,,,,,,,,,,,,,,,,X,X,X,,,
14079,14078,Desfundamentação,,,,,,,,,,,,,,,,,,X,X,X,,,
14080,14078,"Artigo 896, § 1º - A, CLT",,,,,,,,,,,,,,,,,,X,X,X,,,
14081,9098,Decisão Interlocutória,,,,,,,,,,,,,,,,,,X,X,X,,,
